"SEQN","GENDER","AGE","EDUCATION","MARITAL","PREGNANT"
88200,"Male",28,"Some College","Living Partner","No"
88203,"Male",64,"High School","Married","No"
88205,"Female",23,"High School","Single","No"
88206,"Female",65,"Less than High School","Married","No"
88208,"Male",71,"College Grad","Separated","No"
88209,"Male",22,"High School","Single","No"
88210,"Male",36,"Some College","Married","No"
88211,"Female",44,"High School","Single","No"
88215,"Female",22,"High School","Single","No"
88216,"Female",28,"Less than High School","Living Partner","No"
88217,"Male",51,"Less than High School","Married","No"
88218,"Male",54,"Some College","Living Partner","No"
88222,"Male",44,"High School","Single","No"
88224,"Male",48,"Some College","Married","No"
88227,"Male",20,"High School","Single","No"
88228,"Male",25,"Some College","Married","No"
88229,"Male",80,"High School","Married","No"
88230,"Female",42,"Some College","Married","No"
88231,"Female",62,"Some College","Separated","No"
88232,"Male",65,"Some College","Married","No"
88233,"Male",51,"Less than High School","Married","No"
88238,"Male",48,"College Grad","Married","No"
88240,"Female",80,"High School","Married","No"
88241,"Female",54,"Less than High School","Married","No"
88243,"Female",60,"Less than High School","Separated","No"
88244,"Female",57,"Some College","Married","No"
88249,"Female",43,"Some College","Married","No"
88253,"Male",61,"High School","Single","No"
88255,"Male",59,"Less than High School","Married","No"
88256,"Female",62,"Some College","Divorced","No"
88257,"Female",31,"Less than High School","Married","No"
88258,"Female",64,"Less than High School","Married","No"
88260,"Female",51,"Some College","Married","No"
88261,"Female",31,"High School","Living Partner","No"
88262,"Female",41,"College Grad","Married","No"
88264,"Female",63,"College Grad","Divorced","No"
88267,"Male",26,"College Grad","Single","No"
88272,"Female",43,"Some College","Married","No"
88274,"Male",73,"High School","Divorced","No"
88282,"Male",26,"College Grad","Single","No"
88285,"Female",80,"Some College","Divorced","No"
88286,"Female",52,"College Grad","Divorced","No"
88287,"Male",60,"High School","Living Partner","No"
88289,"Female",73,"College Grad","Married","No"
88291,"Male",76,"Less than High School","Divorced","No"
88292,"Female",56,"Some College","Married","No"
88293,"Female",41,"College Grad","Single","No"
88294,"Male",36,"Less than High School","Married","No"
88297,"Female",40,"College Grad","Single","No"
88298,"Female",63,"Some College","Living Partner","No"
88301,"Male",38,"Some College","Married","No"
88302,"Female",44,"Some College","Divorced","No"
88303,"Male",65,"College Grad","Married","No"
88304,"Female",65,"Less than High School","Divorced","No"
88306,"Male",41,"Less than High School","Married","No"
88307,"Female",57,"Some College","Married","No"
88309,"Male",36,"Less than High School","Living Partner","No"
88310,"Male",23,"College Grad","Single","No"
88314,"Female",80,"College Grad","Widowed","No"
88315,"Female",28,"Some College","Single","No"
88317,"Male",29,"Some College","Living Partner","No"
88318,"Female",23,"College Grad","Single","No"
88319,"Male",67,"College Grad","Married","No"
88320,"Male",61,"College Grad","Married","No"
88321,"Female",80,"Some College","Widowed","No"
88322,"Male",60,"High School","Married","No"
88327,"Male",51,"Less than High School","Single","No"
88328,"Female",46,"College Grad","Divorced","No"
88329,"Male",73,"Some College","Widowed","No"
88330,"Male",62,"Less than High School","Living Partner","No"
88332,"Female",23,"High School","Living Partner","No"
88333,"Female",43,"Some College","Married","No"
88334,"Female",39,"Some College","Married","No"
88335,"Female",33,"High School","Married","Yes"
88336,"Female",28,"Some College","Living Partner","No"
88337,"Male",49,"High School","Married","No"
88338,"Male",70,"Some College","Married","No"
88339,"Female",43,"Some College","Married","No"
88342,"Male",45,"Less than High School","Married","No"
88343,"Male",35,"College Grad","Married","No"
88344,"Female",80,"High School","Widowed","No"
88346,"Male",74,"Some College","Married","No"
88348,"Female",26,"High School","Single","No"
88350,"Male",45,"High School","Living Partner","No"
88351,"Female",41,"Some College","Single","No"
88352,"Female",27,"Less than High School","Living Partner","No"
88353,"Male",34,"Less than High School","Living Partner","No"
88355,"Male",69,"College Grad","Married","No"
88360,"Female",20,"High School","Single","No"
88361,"Female",36,"High School","Single","No"
88365,"Male",36,"Some College","Single","No"
88366,"Female",42,"Less than High School","Married","No"
88367,"Female",64,"High School","Single","No"
88368,"Female",51,"College Grad","Married","No"
88369,"Female",73,"High School","Widowed","No"
88370,"Male",34,"High School","Single","No"
88375,"Male",25,"High School","Living Partner","No"
88376,"Female",71,"High School","Divorced","No"
88377,"Female",30,"High School","Married","No"
88380,"Female",41,"Some College","Married","No"
88384,"Female",37,"Some College","Married","No"
88385,"Female",43,"College Grad","Married","No"
88386,"Female",38,"Some College","Married","No"
88388,"Male",55,"College Grad","Divorced","No"
88389,"Female",68,"Some College","Widowed","No"
88392,"Female",42,"Less than High School","Married","No"
88393,"Female",60,"Some College","Single","No"
88395,"Female",65,"College Grad","Separated","No"
88396,"Female",48,"Less than High School","Divorced","No"
88398,"Male",76,"Less than High School","Married","No"
88399,"Male",34,"High School","Living Partner","No"
88400,"Female",58,"College Grad","Divorced","No"
88401,"Female",73,"College Grad","Divorced","No"
88402,"Female",47,"College Grad","Single","No"
88404,"Male",70,"Some College","Married","No"
88406,"Male",80,"College Grad","Widowed","No"
88407,"Female",44,"College Grad","Married","No"
88411,"Male",22,"High School","Married","No"
88412,"Female",34,"Some College","Living Partner","No"
88413,"Male",62,"Less than High School","Divorced","No"
88414,"Female",25,"Some College","Single","No"
88417,"Male",59,"College Grad","Single","No"
88418,"Female",77,"High School","Married","No"
88421,"Female",80,"Less than High School","Widowed","No"
88422,"Male",62,"Some College","Divorced","No"
88425,"Male",45,"High School","Married","No"
88426,"Male",66,"College Grad","Married","No"
88427,"Male",30,"Less than High School","Married","No"
88428,"Male",47,"Less than High School","Married","No"
88429,"Male",51,"Some College","Married","No"
88430,"Male",63,"Some College","Divorced","No"
88431,"Female",64,"Some College","Married","No"
88432,"Male",33,"College Grad","Married","No"
88433,"Female",22,"High School","Single","No"
88434,"Female",80,"Some College","Married","No"
88436,"Female",80,"Less than High School","Widowed","No"
88438,"Male",61,"College Grad","Married","No"
88439,"Female",47,"College Grad","Married","No"
88440,"Female",39,"High School","Married","No"
88441,"Male",76,"Less than High School","Widowed","No"
88445,"Female",31,"College Grad","Single","No"
88448,"Female",80,"Less than High School","Married","No"
88450,"Male",49,"High School","Married","No"
88451,"Female",34,"Less than High School","Living Partner","No"
88453,"Female",59,"Some College","Widowed","No"
88455,"Male",58,"College Grad","Married","No"
88459,"Male",38,"Less than High School","Living Partner","No"
88460,"Female",46,"High School","Married","No"
88461,"Male",27,"College Grad","Living Partner","No"
88462,"Female",51,"Less than High School","Married","No"
88464,"Male",38,"College Grad","Single","No"
88468,"Male",77,"College Grad","Married","No"
88469,"Male",33,"Some College","Divorced","No"
88472,"Female",27,"Some College","Living Partner","No"
88476,"Female",35,"Less than High School","Married","No"
88477,"Male",47,"Some College","Married","No"
88479,"Female",80,"Less than High School","Divorced","No"
88480,"Female",22,"Some College","Single","No"
88481,"Female",58,"College Grad","Married","No"
88482,"Female",72,"Less than High School","Widowed","No"
88483,"Female",78,"Less than High School","Widowed","No"
88485,"Female",40,"Less than High School","Married","No"
88487,"Female",50,"College Grad","Married","No"
88488,"Female",66,"Less than High School","Married","No"
88489,"Female",22,"Some College","Living Partner","No"
88496,"Female",37,"Some College","Married","No"
88497,"Female",42,"Some College","Divorced","No"
88501,"Male",31,"Some College","Married","No"
88503,"Female",48,"Less than High School","Separated","No"
88504,"Female",22,"Less than High School","Single","No"
88507,"Female",32,"Less than High School","Married","No"
88509,"Male",32,"Less than High School","Married","No"
88513,"Female",80,"High School","Widowed","No"
88514,"Female",62,"High School","Married","No"
88515,"Male",54,"High School","Living Partner","No"
88516,"Male",71,"College Grad","Married","No"
88518,"Female",56,"High School","Widowed","No"
88524,"Male",24,"Some College","Married","No"
88525,"Male",33,"Less than High School","Living Partner","No"
88526,"Female",68,"College Grad","Separated","No"
88527,"Female",80,"High School","Widowed","No"
88528,"Female",30,"Some College","Married","No"
88529,"Female",35,"High School","Married","No"
88530,"Female",49,"High School","Married","No"
88531,"Female",40,"High School","Married","No"
88533,"Female",34,"Some College","Living Partner","No"
88536,"Female",35,"Some College","Married","No"
88537,"Male",45,"Less than High School","Single","No"
88538,"Female",66,"Some College","Married","No"
88540,"Female",22,"Less than High School","Separated","No"
88542,"Female",28,"College Grad","Married","Yes"
88543,"Male",22,"High School","Single","No"
88544,"Male",67,"High School","Married","No"
88545,"Male",46,"High School","Married","No"
88547,"Male",26,"Less than High School","Living Partner","No"
88549,"Male",46,"College Grad","Single","No"
88551,"Male",52,"Less than High School","Living Partner","No"
88552,"Female",42,"College Grad","Married","No"
88553,"Female",29,"Some College","Single","No"
88556,"Male",80,"College Grad","Divorced","No"
88559,"Male",43,"Some College","Single","No"
88561,"Male",45,"Less than High School","Married","No"
88562,"Female",44,"Some College","Married","No"
88565,"Female",46,"Some College","Married","No"
88566,"Female",60,"Less than High School","Married","No"
88568,"Female",23,"Less than High School","Married","No"
88570,"Female",29,"Some College","Living Partner","No"
88572,"Female",34,"High School","Living Partner","No"
88574,"Male",29,"College Grad","Living Partner","No"
88575,"Male",48,"Some College","Married","No"
88576,"Male",33,"Some College","Married","No"
88578,"Female",33,"College Grad","Living Partner","No"
88580,"Female",27,"Some College","Living Partner","No"
88583,"Female",31,"Some College","Married","No"
88584,"Male",57,"High School","Married","No"
88585,"Male",48,"Less than High School","Living Partner","No"
88588,"Female",50,"High School","Married","No"
88589,"Female",37,"Some College","Married","No"
88590,"Male",45,"Less than High School","Divorced","No"
88591,"Female",38,"Some College","Divorced","No"
88592,"Male",41,"College Grad","Married","No"
88593,"Female",73,"Some College","Widowed","No"
88598,"Male",75,"Some College","Widowed","No"
88599,"Male",80,"Some College","Divorced","No"
88600,"Male",59,"Some College","Divorced","No"
88601,"Female",24,"High School","Separated","No"
88602,"Male",23,"Some College","Single","No"
