location,date,vaccine,total_vaccinations
Hong Kong,2021-09-20,Sinovac,3056166
Hong Kong,2021-09-21,Pfizer/BioNTech,5360391
Hong Kong,2021-09-21,Sinovac,3063578
Hong Kong,2021-09-22,Pfizer/BioNTech,5373727
Hong Kong,2021-09-22,Sinovac,3066803
Hong Kong,2021-09-23,Pfizer/BioNTech,5394620
Hong Kong,2021-09-23,Sinovac,3079721
Hong Kong,2021-09-24,Pfizer/BioNTech,5419539
Hong Kong,2021-09-24,Sinovac,3092114
Hong Kong,2021-09-25,Pfizer/BioNTech,5448192
Hong Kong,2021-09-25,Sinovac,3102562
Hong Kong,2021-09-26,Pfizer/BioNTech,5466826
Hong Kong,2021-09-26,Sinovac,3107576
Hong Kong,2021-09-27,Pfizer/BioNTech,5482371
Hong Kong,2021-09-27,Sinovac,3118780
Hong Kong,2021-09-28,Pfizer/BioNTech,5494077
Hong Kong,2021-09-28,Sinovac,3129017
Hong Kong,2021-09-29,Pfizer/BioNTech,5508054
Hong Kong,2021-09-29,Sinovac,3138673
Hong Kong,2021-09-30,Pfizer/BioNTech,5528045
Hong Kong,2021-09-30,Sinovac,3148975
Hong Kong,2021-10-01,Pfizer/BioNTech,5540392
Hong Kong,2021-10-01,Sinovac,3152222
Hong Kong,2021-10-02,Pfizer/BioNTech,5555088
Hong Kong,2021-10-02,Sinovac,3160189
Hong Kong,2021-10-03,Pfizer/BioNTech,5564706
Hong Kong,2021-10-03,Sinovac,3163325
Hong Kong,2021-10-04,Pfizer/BioNTech,5573768
Hong Kong,2021-10-04,Sinovac,3171975
Hong Kong,2021-10-05,Pfizer/BioNTech,5580445
Hong Kong,2021-10-05,Sinovac,3179323
Hong Kong,2021-10-06,Pfizer/BioNTech,5586704
Hong Kong,2021-10-06,Sinovac,3185635
Hong Kong,2021-10-07,Pfizer/BioNTech,5594001
Hong Kong,2021-10-07,Sinovac,3192289
Hong Kong,2021-10-08,Pfizer/BioNTech,5602904
Hong Kong,2021-10-08,Sinovac,3198755
Hong Kong,2021-10-09,Sinovac,3198824
Hong Kong,2021-10-10,Pfizer/BioNTech,5616753
Hong Kong,2021-10-10,Sinovac,3203625
Hong Kong,2021-10-11,Pfizer/BioNTech,5623849
Hong Kong,2021-10-11,Sinovac,3211878
Hong Kong,2021-10-12,Pfizer/BioNTech,5627365
Hong Kong,2021-10-12,Sinovac,3216874
Hong Kong,2021-10-14,Pfizer/BioNTech,5635800
Hong Kong,2021-10-14,Sinovac,3220023
Hong Kong,2021-10-15,Pfizer/BioNTech,5646170
Hong Kong,2021-10-15,Sinovac,3229147
Hong Kong,2021-10-16,Pfizer/BioNTech,5658120
Hong Kong,2021-10-16,Sinovac,3235709
Hong Kong,2021-10-17,Pfizer/BioNTech,5664095
Hong Kong,2021-10-17,Sinovac,3237916
Hong Kong,2021-10-18,Pfizer/BioNTech,5670546
Hong Kong,2021-10-18,Sinovac,3243750
Hong Kong,2021-10-19,Pfizer/BioNTech,5675569
Hong Kong,2021-10-19,Sinovac,3248095
Hong Kong,2021-10-20,Pfizer/BioNTech,5680696
Hong Kong,2021-10-20,Sinovac,3251124
Hong Kong,2021-10-21,Pfizer/BioNTech,5686814
Hong Kong,2021-10-21,Sinovac,3256506
Hong Kong,2021-10-22,Pfizer/BioNTech,5695244
Hong Kong,2021-10-22,Sinovac,3263093
Hong Kong,2021-10-23,Pfizer/BioNTech,5704082
Hong Kong,2021-10-23,Sinovac,3268355
Hong Kong,2021-10-24,Pfizer/BioNTech,5708790
Hong Kong,2021-10-24,Sinovac,3270693
Hong Kong,2021-10-25,Pfizer/BioNTech,5714015
Hong Kong,2021-10-25,Sinovac,3276355
Hong Kong,2021-10-26,Pfizer/BioNTech,5718396
Hong Kong,2021-10-26,Sinovac,3281613
Hong Kong,2021-10-27,Pfizer/BioNTech,5722750
Hong Kong,2021-10-27,Sinovac,3285846
Hong Kong,2021-10-28,Pfizer/BioNTech,5727798
Hong Kong,2021-10-28,Sinovac,3290699
Hong Kong,2021-10-29,Pfizer/BioNTech,5733851
Hong Kong,2021-10-29,Sinovac,3294570
Hong Kong,2021-10-30,Pfizer/BioNTech,5738308
Hong Kong,2021-10-30,Sinovac,3299181
Hong Kong,2021-10-31,Pfizer/BioNTech,5742516
Hong Kong,2021-10-31,Sinovac,3301275
Hong Kong,2021-11-01,Pfizer/BioNTech,5746824
Hong Kong,2021-11-01,Sinovac,3305385
Hong Kong,2021-11-02,Pfizer/BioNTech,5750465
Hong Kong,2021-11-02,Sinovac,3309289
Hong Kong,2021-11-03,Pfizer/BioNTech,5750904
Hong Kong,2021-11-03,Sinovac,3311649
Hong Kong,2021-11-04,Pfizer/BioNTech,5755182
Hong Kong,2021-11-04,Sinovac,3315916
Hong Kong,2021-11-05,Pfizer/BioNTech,5760928
Hong Kong,2021-11-05,Sinovac,3319853
Hong Kong,2021-11-06,Pfizer/BioNTech,5768911
Hong Kong,2021-11-06,Sinovac,3322467
Hong Kong,2021-11-07,Pfizer/BioNTech,5773232
Hong Kong,2021-11-07,Sinovac,3324467
Hong Kong,2021-11-08,Pfizer/BioNTech,5777580
Hong Kong,2021-11-08,Sinovac,3328629
Hong Kong,2021-11-09,Pfizer/BioNTech,5781580
Hong Kong,2021-11-09,Sinovac,3331800
Hong Kong,2021-11-10,Pfizer/BioNTech,5782238
Hong Kong,2021-11-10,Sinovac,3333066
Hong Kong,2021-11-11,Pfizer/BioNTech,5797790
Hong Kong,2021-11-11,Sinovac,3341860
Hong Kong,2021-11-12,Pfizer/BioNTech,5809333
Hong Kong,2021-11-12,Sinovac,3350191
Hong Kong,2021-11-13,Pfizer/BioNTech,5822444
Hong Kong,2021-11-13,Sinovac,3358040
Hong Kong,2021-11-14,Pfizer/BioNTech,5830102
Hong Kong,2021-11-14,Sinovac,3362092
Hong Kong,2021-11-15,Pfizer/BioNTech,5838124
Hong Kong,2021-11-15,Sinovac,3369153
Hong Kong,2021-11-16,Pfizer/BioNTech,5845530
Hong Kong,2021-11-16,Sinovac,3375688
Hong Kong,2021-11-17,Pfizer/BioNTech,5846538
Hong Kong,2021-11-17,Sinovac,3378821
Hong Kong,2021-11-18,Pfizer/BioNTech,5855812
Hong Kong,2021-11-18,Sinovac,3386233
Hong Kong,2021-11-19,Pfizer/BioNTech,5865154
Hong Kong,2021-11-19,Sinovac,3393542
Hong Kong,2021-11-20,Pfizer/BioNTech,5876348
Hong Kong,2021-11-20,Sinovac,3400090
Hong Kong,2021-11-21,Pfizer/BioNTech,5883269
Hong Kong,2021-11-21,Sinovac,3403912
Hong Kong,2021-11-22,Pfizer/BioNTech,5890905
Hong Kong,2021-11-22,Sinovac,3410624
Hong Kong,2021-11-23,Pfizer/BioNTech,5899050
Hong Kong,2021-11-23,Sinovac,3419572
Hong Kong,2021-11-24,Pfizer/BioNTech,5900131
Hong Kong,2021-11-24,Sinovac,3424005
Hong Kong,2021-11-25,Pfizer/BioNTech,5910684
Hong Kong,2021-11-25,Sinovac,3435341
Hong Kong,2021-11-26,Pfizer/BioNTech,5921999
Hong Kong,2021-11-26,Sinovac,3446261
Hong Kong,2021-11-27,Pfizer/BioNTech,5936426
Hong Kong,2021-11-27,Sinovac,3458507
Hong Kong,2021-11-28,Pfizer/BioNTech,5946702
Hong Kong,2021-11-28,Sinovac,3467908
Hong Kong,2021-11-29,Pfizer/BioNTech,5956839
Hong Kong,2021-11-29,Sinovac,3479547
Hong Kong,2021-11-30,Pfizer/BioNTech,5967231
Hong Kong,2021-11-30,Sinovac,3490430
Hong Kong,2021-12-01,Pfizer/BioNTech,5968424
Hong Kong,2021-12-01,Sinovac,3495172
Hong Kong,2021-12-02,Pfizer/BioNTech,5977352
Hong Kong,2021-12-02,Sinovac,3505528
Hong Kong,2021-12-03,Pfizer/BioNTech,5987136
Hong Kong,2021-12-03,Sinovac,3516258
Hong Kong,2021-12-04,Pfizer/BioNTech,5998551
Hong Kong,2021-12-04,Sinovac,3526723
Hong Kong,2021-12-05,Pfizer/BioNTech,6006450
Hong Kong,2021-12-05,Sinovac,3534073
Hong Kong,2021-12-06,Pfizer/BioNTech,6014352
Hong Kong,2021-12-06,Sinovac,3543115
Hong Kong,2021-12-07,Pfizer/BioNTech,6021832
Hong Kong,2021-12-07,Sinovac,3551833
Hong Kong,2021-12-08,Pfizer/BioNTech,6022997
Hong Kong,2021-12-08,Sinovac,3556398
Hong Kong,2021-12-09,Pfizer/BioNTech,6031850
Hong Kong,2021-12-09,Sinovac,3565310
Hong Kong,2021-12-10,Pfizer/BioNTech,6040970
Hong Kong,2021-12-10,Sinovac,3574085
Hong Kong,2021-12-11,Pfizer/BioNTech,6051609
Hong Kong,2021-12-11,Sinovac,3582920
Hong Kong,2021-12-12,Pfizer/BioNTech,6059150
Hong Kong,2021-12-12,Sinovac,3588739
Hong Kong,2021-12-13,Pfizer/BioNTech,6066706
Hong Kong,2021-12-13,Sinovac,3596957
Hong Kong,2021-12-14,Pfizer/BioNTech,6073533
Hong Kong,2021-12-14,Sinovac,3604666
Hong Kong,2021-12-15,Pfizer/BioNTech,6074819
Hong Kong,2021-12-15,Sinovac,3608852
Hong Kong,2021-12-16,Pfizer/BioNTech,6083952
Hong Kong,2021-12-16,Sinovac,3617949
Hong Kong,2021-12-17,Pfizer/BioNTech,6092976
Hong Kong,2021-12-17,Sinovac,3626266
Hong Kong,2021-12-18,Pfizer/BioNTech,6103673
Hong Kong,2021-12-18,Sinovac,3634285
Hong Kong,2021-12-19,Pfizer/BioNTech,6111891
Hong Kong,2021-12-19,Sinovac,3639838
Hong Kong,2021-12-20,Pfizer/BioNTech,6119785
Hong Kong,2021-12-20,Sinovac,3646908
Hong Kong,2021-12-21,Pfizer/BioNTech,6126775
Hong Kong,2021-12-21,Sinovac,3652415
Hong Kong,2021-12-22,Pfizer/BioNTech,6128275
Hong Kong,2021-12-22,Sinovac,3656664
Hong Kong,2021-12-23,Pfizer/BioNTech,6137888
Hong Kong,2021-12-23,Sinovac,3665685
Hong Kong,2021-12-24,Pfizer/BioNTech,6146166
Hong Kong,2021-12-24,Sinovac,3672770
Hong Kong,2021-12-25,Pfizer/BioNTech,6153939
Hong Kong,2021-12-25,Sinovac,3678111
Hong Kong,2021-12-26,Pfizer/BioNTech,6161107
Hong Kong,2021-12-26,Sinovac,3682818
Hong Kong,2021-12-27,Pfizer/BioNTech,6168486
Hong Kong,2021-12-27,Sinovac,3687086
Hong Kong,2021-12-28,Pfizer/BioNTech,6180987
Hong Kong,2021-12-28,Sinovac,3697634
Hong Kong,2021-12-29,Pfizer/BioNTech,6183498
Hong Kong,2021-12-29,Sinovac,3703355
Hong Kong,2021-12-30,Pfizer/BioNTech,6192726
Hong Kong,2021-12-30,Sinovac,3714580
Hong Kong,2021-12-31,Pfizer/BioNTech,6200733
Hong Kong,2021-12-31,Sinovac,3724776
Hong Kong,2022-01-01,Pfizer/BioNTech,6212238
Hong Kong,2022-01-01,Sinovac,3731609
Hong Kong,2022-01-02,Pfizer/BioNTech,6226045
Hong Kong,2022-01-02,Sinovac,3739708
Hong Kong,2022-01-03,Pfizer/BioNTech,6244894
Hong Kong,2022-01-03,Sinovac,3759699
Hong Kong,2022-01-04,Pfizer/BioNTech,6264116
Hong Kong,2022-01-04,Sinovac,3779579
Hong Kong,2022-01-05,Pfizer/BioNTech,6283855
Hong Kong,2022-01-05,Sinovac,3798478
Hong Kong,2022-01-06,Pfizer/BioNTech,6303832
Hong Kong,2022-01-06,Sinovac,3820036
Hong Kong,2022-01-07,Pfizer/BioNTech,6324926
Hong Kong,2022-01-07,Sinovac,3844072
Hong Kong,2022-01-08,Pfizer/BioNTech,6342945
Hong Kong,2022-01-08,Sinovac,3862897
Hong Kong,2022-01-09,Pfizer/BioNTech,6360289
Hong Kong,2022-01-09,Sinovac,3873641
Hong Kong,2022-01-10,Pfizer/BioNTech,6381503
Hong Kong,2022-01-10,Sinovac,3897374
Hong Kong,2022-01-11,Pfizer/BioNTech,6402156
Hong Kong,2022-01-11,Sinovac,3920187
Hong Kong,2022-01-12,Pfizer/BioNTech,6422074
Hong Kong,2022-01-12,Sinovac,3940817
Hong Kong,2022-01-13,Pfizer/BioNTech,6444021
Hong Kong,2022-01-13,Sinovac,3962174
Hong Kong,2022-01-14,Pfizer/BioNTech,6467814
Hong Kong,2022-01-14,Sinovac,3983277
Hong Kong,2022-01-15,Pfizer/BioNTech,6487142
Hong Kong,2022-01-15,Sinovac,3999489
Hong Kong,2022-01-16,Pfizer/BioNTech,6505192
Hong Kong,2022-01-16,Sinovac,4008662
Hong Kong,2022-01-17,Pfizer/BioNTech,6526660
Hong Kong,2022-01-17,Sinovac,4027720
Hong Kong,2022-01-18,Pfizer/BioNTech,6547342
Hong Kong,2022-01-18,Sinovac,4045792
Hong Kong,2022-01-19,Pfizer/BioNTech,6567157
Hong Kong,2022-01-19,Sinovac,4063344
Hong Kong,2022-01-20,Pfizer/BioNTech,6588510
Hong Kong,2022-01-20,Sinovac,4082268
Hong Kong,2022-01-21,Pfizer/BioNTech,6615243
Hong Kong,2022-01-21,Sinovac,4103593
Hong Kong,2022-01-22,Pfizer/BioNTech,6638354
Hong Kong,2022-01-22,Sinovac,4119736
Hong Kong,2022-01-23,Pfizer/BioNTech,6661080
Hong Kong,2022-01-23,Sinovac,4128989
Hong Kong,2022-01-24,Pfizer/BioNTech,6688854
Hong Kong,2022-01-24,Sinovac,4148985
Hong Kong,2022-01-25,Pfizer/BioNTech,6716536
Hong Kong,2022-01-25,Sinovac,4168037
Hong Kong,2022-01-26,Pfizer/BioNTech,6746814
Hong Kong,2022-01-26,Sinovac,4185237
Hong Kong,2022-01-27,Pfizer/BioNTech,6778577
Hong Kong,2022-01-28,Pfizer/BioNTech,6811937
Hong Kong,2022-01-29,Pfizer/BioNTech,6840982
Hong Kong,2022-01-30,Pfizer/BioNTech,6868038
Hong Kong,2022-01-31,Pfizer/BioNTech,6869197
Hong Kong,2022-02-01,Sinovac,4192655
Hong Kong,2022-02-02,Pfizer/BioNTech,6869213
Hong Kong,2022-02-02,Sinovac,4256831
Hong Kong,2022-02-03,Pfizer/BioNTech,6887951
Hong Kong,2022-02-03,Sinovac,4263883
Hong Kong,2022-02-04,Pfizer/BioNTech,6922361
Hong Kong,2022-02-04,Sinovac,4286166
Hong Kong,2022-02-05,Pfizer/BioNTech,6950849
Hong Kong,2022-02-05,Sinovac,4306721
Hong Kong,2022-02-06,Pfizer/BioNTech,6979623
Hong Kong,2022-02-06,Sinovac,4318544
Hong Kong,2022-02-07,Pfizer/BioNTech,7015410
Hong Kong,2022-02-07,Sinovac,4356128
Hong Kong,2022-02-08,Pfizer/BioNTech,7051913
Hong Kong,2022-02-08,Sinovac,4398299
Hong Kong,2022-02-09,Pfizer/BioNTech,7088908
Hong Kong,2022-02-09,Sinovac,4446107
Hong Kong,2022-02-10,Pfizer/BioNTech,7125515
Hong Kong,2022-02-10,Sinovac,4497346
Hong Kong,2022-02-11,Pfizer/BioNTech,7166334
Hong Kong,2022-02-11,Sinovac,4550249
Hong Kong,2022-02-12,Pfizer/BioNTech,7201495
Hong Kong,2022-02-12,Sinovac,4588542
Hong Kong,2022-02-13,Pfizer/BioNTech,7234001
Hong Kong,2022-02-13,Sinovac,4606961
Hong Kong,2022-02-14,Pfizer/BioNTech,7272142
Hong Kong,2022-02-14,Sinovac,4658452
Hong Kong,2022-02-15,Pfizer/BioNTech,7310129
Hong Kong,2022-02-15,Sinovac,4711719
Hong Kong,2022-02-16,Pfizer/BioNTech,7351425
Hong Kong,2022-02-16,Sinovac,4764982
Hong Kong,2022-02-17,Pfizer/BioNTech,7392930
Hong Kong,2022-02-17,Sinovac,4817393
Hong Kong,2022-02-18,Pfizer/BioNTech,7438740
Hong Kong,2022-02-18,Sinovac,4873600
Hong Kong,2022-02-19,Pfizer/BioNTech,7477333
Hong Kong,2022-02-19,Sinovac,4914196
Hong Kong,2022-02-20,Pfizer/BioNTech,7513304
Hong Kong,2022-02-20,Sinovac,4931905
Hong Kong,2022-02-21,Pfizer/BioNTech,7553430
Hong Kong,2022-02-21,Sinovac,4974793
Hong Kong,2022-02-22,Pfizer/BioNTech,7591959
Hong Kong,2022-02-22,Sinovac,5019866
Hong Kong,2022-02-23,Pfizer/BioNTech,7634906
Hong Kong,2022-02-23,Sinovac,5066328
Hong Kong,2022-02-24,Pfizer/BioNTech,7679101
Hong Kong,2022-02-24,Sinovac,5113222
Hong Kong,2022-02-25,Pfizer/BioNTech,7724916
Hong Kong,2022-02-25,Sinovac,5161887
Hong Kong,2022-02-26,Pfizer/BioNTech,7770408
Hong Kong,2022-02-26,Sinovac,5198528
Hong Kong,2022-02-27,Pfizer/BioNTech,7811199
Hong Kong,2022-02-27,Sinovac,5217682
Hong Kong,2022-02-28,Pfizer/BioNTech,7857070
Hong Kong,2022-02-28,Sinovac,5257680
Hong Kong,2022-03-01,Pfizer/BioNTech,7901274
Hong Kong,2022-03-01,Sinovac,5291788
Hong Kong,2022-03-02,Pfizer/BioNTech,7944245
Hong Kong,2022-03-02,Sinovac,5323530
Hong Kong,2022-03-03,Pfizer/BioNTech,7990157
Hong Kong,2022-03-03,Sinovac,5355701
Hong Kong,2022-03-04,Pfizer/BioNTech,8039687
Hong Kong,2022-03-04,Sinovac,5389428
Hong Kong,2022-03-05,Pfizer/BioNTech,8087214
Hong Kong,2022-03-05,Sinovac,5421803
Hong Kong,2022-03-06,Pfizer/BioNTech,8129239
Hong Kong,2022-03-06,Sinovac,5441972
Hong Kong,2022-03-07,Pfizer/BioNTech,8173255
Hong Kong,2022-03-07,Sinovac,5480980
Hong Kong,2022-03-08,Pfizer/BioNTech,8215434
Hong Kong,2022-03-08,Sinovac,5516964
Hong Kong,2022-03-09,Pfizer/BioNTech,8255186
Hong Kong,2022-03-09,Sinovac,5551416
Hong Kong,2022-03-10,Pfizer/BioNTech,8295328
Hong Kong,2022-03-10,Sinovac,5588097
Hong Kong,2022-03-11,Pfizer/BioNTech,8337821
Hong Kong,2022-03-11,Sinovac,5626302
Hong Kong,2022-03-12,Pfizer/BioNTech,8377433
Hong Kong,2022-03-12,Sinovac,5655217
Hong Kong,2022-03-13,Pfizer/BioNTech,8412355
Hong Kong,2022-03-13,Sinovac,5671827
Hong Kong,2022-03-14,Pfizer/BioNTech,8447989
Hong Kong,2022-03-14,Sinovac,5706966
Hong Kong,2022-03-15,Pfizer/BioNTech,8482714
Hong Kong,2022-03-15,Sinovac,5740892
Hong Kong,2022-03-16,Pfizer/BioNTech,8516536
Hong Kong,2022-03-16,Sinovac,5772912
Hong Kong,2022-03-17,Pfizer/BioNTech,8551783
Hong Kong,2022-03-17,Sinovac,5804196
Hong Kong,2022-03-18,Pfizer/BioNTech,8588736
Hong Kong,2022-03-18,Sinovac,5839772
Hong Kong,2022-03-19,Pfizer/BioNTech,8623872
Hong Kong,2022-03-19,Sinovac,5865245
Hong Kong,2022-03-20,Pfizer/BioNTech,8654038
Hong Kong,2022-03-20,Sinovac,5876855
Hong Kong,2022-03-21,Pfizer/BioNTech,8688338
Hong Kong,2022-03-21,Sinovac,5908737
Hong Kong,2022-03-22,Pfizer/BioNTech,8721139
Hong Kong,2022-03-22,Sinovac,5939557
Hong Kong,2022-03-23,Pfizer/BioNTech,8751636
Hong Kong,2022-03-23,Sinovac,5967412
Hong Kong,2022-03-24,Pfizer/BioNTech,8783461
Hong Kong,2022-03-24,Sinovac,5995856
Hong Kong,2022-03-25,Pfizer/BioNTech,8818920
Hong Kong,2022-03-25,Sinovac,6027610
Hong Kong,2022-03-26,Pfizer/BioNTech,8852966
Hong Kong,2022-03-26,Sinovac,6051867
Hong Kong,2022-03-27,Pfizer/BioNTech,8879509
Hong Kong,2022-03-27,Sinovac,6065033
Hong Kong,2022-03-28,Pfizer/BioNTech,8904743
Hong Kong,2022-03-28,Sinovac,6091620
Hong Kong,2022-03-29,Pfizer/BioNTech,8926301
Hong Kong,2022-03-29,Sinovac,6115506
Hong Kong,2022-03-30,Pfizer/BioNTech,8945317
Hong Kong,2022-03-30,Sinovac,6139045
Hong Kong,2022-03-31,Pfizer/BioNTech,8966480
Hong Kong,2022-03-31,Sinovac,6161960
Hong Kong,2022-04-01,Pfizer/BioNTech,8991828
Hong Kong,2022-04-01,Sinovac,6183767
Hong Kong,2022-04-02,Pfizer/BioNTech,9017434
Hong Kong,2022-04-02,Sinovac,6203095
Hong Kong,2022-04-03,Pfizer/BioNTech,9034424
Hong Kong,2022-04-03,Sinovac,6213019
Hong Kong,2022-04-04,Pfizer/BioNTech,9052212
Hong Kong,2022-04-04,Sinovac,6234137
Hong Kong,2022-04-05,Pfizer/BioNTech,9062918
Hong Kong,2022-04-05,Sinovac,6239392
Hong Kong,2022-04-06,Pfizer/BioNTech,9077146
Hong Kong,2022-04-06,Sinovac,6257920
Hong Kong,2022-04-07,Pfizer/BioNTech,9091706
Hong Kong,2022-04-07,Sinovac,6276475
Hong Kong,2022-04-08,Pfizer/BioNTech,9112645
Hong Kong,2022-04-08,Sinovac,6298689
Hong Kong,2022-04-09,Pfizer/BioNTech,9133536
Hong Kong,2022-04-09,Sinovac,6316956
Hong Kong,2022-04-10,Pfizer/BioNTech,9147110
Hong Kong,2022-04-10,Sinovac,6326123
Hong Kong,2022-04-11,Pfizer/BioNTech,9164140
Hong Kong,2022-04-11,Sinovac,6346256
Hong Kong,2022-04-12,Pfizer/BioNTech,9178711
Hong Kong,2022-04-12,Sinovac,6363915
Hong Kong,2022-04-13,Pfizer/BioNTech,9195407
Hong Kong,2022-04-13,Sinovac,6380295
Hong Kong,2022-04-14,Pfizer/BioNTech,9217916
Hong Kong,2022-04-14,Sinovac,6400769
Hong Kong,2022-04-15,Pfizer/BioNTech,9239939
Hong Kong,2022-04-15,Sinovac,6410723
Hong Kong,2022-04-16,Pfizer/BioNTech,9257005
Hong Kong,2022-04-16,Sinovac,6418466
Hong Kong,2022-04-17,Pfizer/BioNTech,9271433
Hong Kong,2022-04-17,Sinovac,6424651
Hong Kong,2022-04-18,Pfizer/BioNTech,9283539
Hong Kong,2022-04-18,Sinovac,6430950
Hong Kong,2022-04-19,Pfizer/BioNTech,9296895
Hong Kong,2022-04-19,Sinovac,6448990
Hong Kong,2022-04-20,Pfizer/BioNTech,9308769
Hong Kong,2022-04-20,Sinovac,6462918
Hong Kong,2022-04-21,Pfizer/BioNTech,9321373
Hong Kong,2022-04-21,Sinovac,6475886
Hong Kong,2022-04-22,Pfizer/BioNTech,9337190
Hong Kong,2022-04-22,Sinovac,6491364
Hong Kong,2022-04-23,Pfizer/BioNTech,9352944
Hong Kong,2022-04-23,Sinovac,6503452
Hong Kong,2022-04-24,Pfizer/BioNTech,9363662
Hong Kong,2022-04-24,Sinovac,6508164
Hong Kong,2022-04-25,Pfizer/BioNTech,9375768
Hong Kong,2022-04-25,Sinovac,6521000
Hong Kong,2022-04-26,Pfizer/BioNTech,9386615
Hong Kong,2022-04-26,Sinovac,6533022
Hong Kong,2022-04-27,Pfizer/BioNTech,9397411
Hong Kong,2022-04-27,Sinovac,6543966
Hong Kong,2022-04-28,Pfizer/BioNTech,9413015
Hong Kong,2022-04-28,Sinovac,6555993
Hong Kong,2022-04-29,Pfizer/BioNTech,9433895
Hong Kong,2022-04-29,Sinovac,6571377
Hong Kong,2022-04-30,Pfizer/BioNTech,9458009
Hong Kong,2022-04-30,Sinovac,6584526
Hong Kong,2022-05-01,Pfizer/BioNTech,9474830
Hong Kong,2022-05-01,Sinovac,6590331
Hong Kong,2022-05-02,Pfizer/BioNTech,9486016
Hong Kong,2022-05-02,Sinovac,6595501
Hong Kong,2022-05-03,Pfizer/BioNTech,9500006
Hong Kong,2022-05-03,Sinovac,6609983
Hong Kong,2022-05-04,Pfizer/BioNTech,9512833
Hong Kong,2022-05-04,Sinovac,6622427
Hong Kong,2022-05-05,Pfizer/BioNTech,9530240
Hong Kong,2022-05-05,Sinovac,6635371
Hong Kong,2022-05-06,Pfizer/BioNTech,9553303
Hong Kong,2022-05-06,Sinovac,6650052
Hong Kong,2022-05-07,Pfizer/BioNTech,9577616
Hong Kong,2022-05-07,Sinovac,6662387
Hong Kong,2022-05-08,Pfizer/BioNTech,9595768
Hong Kong,2022-05-08,Sinovac,6667470
Hong Kong,2022-05-09,Pfizer/BioNTech,9608368
Hong Kong,2022-05-09,Sinovac,6672926
Hong Kong,2022-05-10,Pfizer/BioNTech,9624364
Hong Kong,2022-05-10,Sinovac,6688948
Hong Kong,2022-05-11,Pfizer/BioNTech,9637524
Hong Kong,2022-05-11,Sinovac,6699985
Hong Kong,2022-05-12,Pfizer/BioNTech,9653211
Hong Kong,2022-05-12,Sinovac,6710479
Hong Kong,2022-05-13,Pfizer/BioNTech,9674510
Hong Kong,2022-05-13,Sinovac,6724230
Hong Kong,2022-05-14,Pfizer/BioNTech,9696785
Hong Kong,2022-05-14,Sinovac,6736433
Hong Kong,2022-05-15,Pfizer/BioNTech,9712309
Hong Kong,2022-05-15,Sinovac,6741732
Hong Kong,2022-05-16,Pfizer/BioNTech,9729113
Hong Kong,2022-05-16,Sinovac,6755612
Hong Kong,2022-05-17,Pfizer/BioNTech,9743966
Hong Kong,2022-05-17,Sinovac,6770372
Hong Kong,2022-05-18,Pfizer/BioNTech,9759093
Hong Kong,2022-05-18,Sinovac,6783683
Hong Kong,2022-05-19,Pfizer/BioNTech,9776502
Hong Kong,2022-05-19,Sinovac,6797571
Hong Kong,2022-05-20,Pfizer/BioNTech,9802279
Hong Kong,2022-05-20,Sinovac,6815408
Hong Kong,2022-05-21,Pfizer/BioNTech,9829134
Hong Kong,2022-05-21,Sinovac,6829827
Hong Kong,2022-05-22,Pfizer/BioNTech,9849140
Hong Kong,2022-05-22,Sinovac,6836874
Hong Kong,2022-05-23,Pfizer/BioNTech,9869249
Hong Kong,2022-05-23,Sinovac,6854327
Hong Kong,2022-05-24,Pfizer/BioNTech,9886207
Hong Kong,2022-05-24,Sinovac,6868799
Hong Kong,2022-05-25,Pfizer/BioNTech,9904085
Hong Kong,2022-05-25,Sinovac,6882623
Hong Kong,2022-05-26,Pfizer/BioNTech,9926160
Hong Kong,2022-05-26,Sinovac,6898368
Hong Kong,2022-05-27,Pfizer/BioNTech,9956059
Hong Kong,2022-05-27,Sinovac,6916398
Hong Kong,2022-05-28,Pfizer/BioNTech,9988067
Hong Kong,2022-05-28,Sinovac,6933663
Hong Kong,2022-05-29,Pfizer/BioNTech,10016980
Hong Kong,2022-05-29,Sinovac,6942979
Hong Kong,2022-05-30,Pfizer/BioNTech,10051212
Hong Kong,2022-05-30,Sinovac,6968724
Hong Kong,2022-05-31,Pfizer/BioNTech,10087449
Hong Kong,2022-05-31,Sinovac,6995196
Hong Kong,2022-06-01,Pfizer/BioNTech,10108321
Hong Kong,2022-06-01,Sinovac,7012821
Hong Kong,2022-06-02,Pfizer/BioNTech,10130254
Hong Kong,2022-06-02,Sinovac,7029853
Hong Kong,2022-06-03,Pfizer/BioNTech,10148076
Hong Kong,2022-06-03,Sinovac,7036730
Hong Kong,2022-06-04,Pfizer/BioNTech,10173042
Hong Kong,2022-06-04,Sinovac,7049344
Hong Kong,2022-06-05,Pfizer/BioNTech,10192032
Hong Kong,2022-06-05,Sinovac,7054737
Hong Kong,2022-06-06,Pfizer/BioNTech,10206325
Hong Kong,2022-06-06,Sinovac,7067495
Hong Kong,2022-06-07,Pfizer/BioNTech,10216982
Hong Kong,2022-06-07,Sinovac,7078091
Hong Kong,2022-06-08,Pfizer/BioNTech,10225766
Hong Kong,2022-06-08,Sinovac,7087093
Hong Kong,2022-06-09,Pfizer/BioNTech,10234238
Hong Kong,2022-06-09,Sinovac,7098161
Hong Kong,2022-06-10,Pfizer/BioNTech,10245454
